"","weather_file","sim_start","sim_end","depositionrate","efficiency","drfitfraction"
"35","c:/git/sinnathamby_pwc/weather/17955_grid.wea","01/01/1988","12/31/2000",25.2286803263938,0.105667862831615,0.356125101703219
"36","c:/git/sinnathamby_pwc/weather/17955_grid.wea","01/01/1988","12/31/2000",34.718683604477,0.477165701962076,0.283891534875147
"37","c:/git/sinnathamby_pwc/weather/17955_grid.wea","01/01/1988","12/31/2000",27.3486662250943,0.739381156954914,0.32802993603982
"38","c:/git/sinnathamby_pwc/weather/17955_grid.wea","01/01/1988","12/31/2000",15.2433336673304,0.914490487403236,0.424514370248653
"39","c:/git/sinnathamby_pwc/weather/17955_grid.wea","01/01/1988","12/31/2000",13.7556810178794,0.678481009299867,0.629373398516327
"40","c:/git/sinnathamby_pwc/weather/17955_grid.wea","01/01/1988","12/31/2000",1.6715721734101,0.955106420163065,0.843277874728665
"41","c:/git/sinnathamby_pwc/weather/17955_grid.wea","01/01/1988","12/31/2000",26.3062325112522,0.309077931405045,0.998636647616513
"42","c:/git/sinnathamby_pwc/weather/17955_grid.wea","01/01/1988","12/31/2000",36.7095952115953,0.835282305837609,0.803105947305448
"43","c:/git/sinnathamby_pwc/weather/17955_grid.wea","01/01/1988","12/31/2000",5.36286113990936,0.725076621747576,0.268300606147386
"44","c:/git/sinnathamby_pwc/weather/17955_grid.wea","01/01/1988","12/31/2000",35.9963593681576,0.701411074819043,0.689467935683206
"45","c:/git/sinnathamby_pwc/weather/17955_grid.wea","01/01/1988","12/31/2000",49.6760708889226,0.151321614230983,0.536138684535399
"46","c:/git/sinnathamby_pwc/weather/17955_grid.wea","01/01/1988","12/31/2000",7.24482208732516,0.623502696561627,0.824949808698147
"47","c:/git/sinnathamby_pwc/weather/17955_grid.wea","01/01/1988","12/31/2000",4.33786404610146,0.382911277282983,0.950104585243389
"48","c:/git/sinnathamby_pwc/weather/17955_grid.wea","01/01/1988","12/31/2000",18.2890386631014,0.726630367804319,0.892464562063105
"49","c:/git/sinnathamby_pwc/weather/17955_grid.wea","01/01/1988","12/31/2000",30.266146724415,0.835664997133426,0.706292093195952
"50","c:/git/sinnathamby_pwc/weather/17955_grid.wea","01/01/1988","12/31/2000",11.1414859127952,0.61643722828012,0.215503655420616
